seq,Kingdom,Phylum,Class,Order,Family,Genus,Species,Combined,Combined,46152,H,Ha,I,Ia,J,Ja,Jb,K,L,M,N,Na,P,Q,Qa
ea5eeef4adcd29b79e56e455f9025517,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Micropruina,NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Micropruina NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Micropruina NA,0.133449007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28a57cdaa30629405422c8fde4881357,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Micropruina,NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Micropruina NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Micropruina NA,0.013795921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5f438bcb87bf9d011daee383cbf8268b,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Micropruina,NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Micropruina NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Micropruina NA,0.030775516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092628b1364caea9caa8bb32e494b85,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Micropruina,NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Micropruina NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Micropruina NA,0.007959185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a1919f68c3e5bd0c8c85ce6c4a407a81,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,midas_s_752,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propioniciclava midas_s_752,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propioniciclava midas_s_752,0.002918368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61b47b9e51cba36e07b09f783d91532d,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propioniciclava NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propioniciclava NA,0.018571432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eade9ffca2019fd37ceeefa62349cee5,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,midas_s_2585,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propioniciclava midas_s_2585,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propioniciclava midas_s_2585,0.007959185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7741e484f93c21c4e051f33fc7b64f88,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propioniciclava NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propioniciclava NA,0.008224491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41c2b1997c23cb128c7a5fe3586fe2cd,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propioniciclava NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propioniciclava NA,0.002387756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9d4eef533118fb8ade7389906d38038e,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Luteococcus,NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Luteococcus NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Luteococcus NA,0.003183674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed129574cd3b032d712d56b5aae6be05,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionicicella,NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propionicicella NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propionicicella NA,0.002653062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4b847baea94497568fe03f94a68afb3c,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Tessaracoccus NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Tessaracoccus NA,0.020163269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6bb602f161cd434e740b0b0694a2fe7e,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,midas_s_1048,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Tessaracoccus midas_s_1048,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Tessaracoccus midas_s_1048,0.01459184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2da3ff46bfa58a914368731cfd699785,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Brooklawnia,midas_s_193,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Brooklawnia midas_s_193,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Brooklawnia midas_s_193,0.163959217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39514d7e0d952fb5735d67b878688bc8,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,midas_g_164,midas_s_260,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae midas_g_164 midas_s_260,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae midas_g_164 midas_s_260,0.084102058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87ca798d18d4f98d6e899ac8e8b8daa2,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Brooklawnia,NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Brooklawnia NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Brooklawnia NA,0.000530612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8489763884add5fd5b86c463d80a278d,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,NA,NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae NA NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae NA NA,0.000530612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89da33616fecea01a2dd1f560e309cd0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Aestuariimicrobium,midas_s_338,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Aestuariimicrobium midas_s_338,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Aestuariimicrobium midas_s_338,0.007693879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60d23b6a7047719eb79dc09d360c62cc,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Microlunatus NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Microlunatus NA,0.015122452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31d88ad972b0a11f159439daf1fe7367,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Microlunatus NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Microlunatus NA,0.002918368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268ddc25aa0fd61d2ecd190573a66498,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionicicella,NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propionicicella NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propionicicella NA,0.003714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227b3993622857f90f1b3be1adaf17cd,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionicicella,midas_s_3443,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propionicicella midas_s_3443,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propionicicella midas_s_3443,0.002387756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0c141cc6426851c4478ff79ed68247f5,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionicicella,NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propionicicella NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propionicicella NA,0.002122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8298bcdb584afbb1bdb72e7abb796243,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionicicella,NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propionicicella NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propionicicella NA,0.000530612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fa3a634a3d5d11bab288b00d2d5369cc,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,midas_g_49,NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae midas_g_49 NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae midas_g_49 NA,0.002918368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3f36ab74340cc11784c5f0c58099e15e,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,NA,NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae NA NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae NA NA,0.002918368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230f936bbde428b48c67b563c84f874a,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionicimonas,midas_s_49,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propionicimonas midas_s_49,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propionicimonas midas_s_49,0.016979595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cae75e1117d316c3a8f12909f766135b,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,NA,NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae NA NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae NA NA,0,0,0,0,0,0,0,0,0.010461764,0,0.007489786,0.012021585,0,0.01329922,0.044940033,0
ddfc7fa44eb695c1a36fab946176dbdc,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,NA,NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae NA NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae NA NA,0.012734696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44f513ba8d222b088ba2ad6e7ab85b8c,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionicicella,NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propionicicella NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propionicicella NA,0,0.006775092,0,0.009161753,0.011073891,0.029046568,0.018616774,0.14111214,0.058763954,0.039641722,0.034066446,0.019195756,0.054913207,0.008074526,0,0.053773645
6148c6e49d72c0f24a187a979ba7a5aa,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionicicella,NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propionicicella NA,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propionicicella NA,0,0,0,0,0,0,0,0,0.076571212,0.032646124,0.028267902,0.012797171,0,0.013457544,0,0
fd932f10265b9729b3972ed5cdce8a0d,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae NA NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae NA NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00079162,0,0
16bd85d98b01823963164e514e5c1da4,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,midas_s_116480,Bacteria Actinobacteriota Actinobacteria Bifidobacteriales Bifidobacteriaceae Bifidobacterium midas_s_116480,Bacteria Actinobacteriota Actinobacteria Bifidobacteriales Bifidobacteriaceae Bifidobacterium midas_s_116480,0.003183674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147f672fdb531def69cb4b3f1c5029da,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Leucobacter NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Leucobacter NA,0.036877559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99f9b204f31c6690c17496f44394b974,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Leucobacter NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Leucobacter NA,0.043775519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ec4e02584b8c58b33bde92395188ffa,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Leucobacter NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Leucobacter NA,0.266102095,0.006775092,0.00704821,0.007544973,0,0.003384066,0,0,0.007345494,0.012954811,0.017878844,0.005235206,0,0.005699666,0,0
1343e87d3913871b8120eddf9b9aedc6,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Leucobacter NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Leucobacter NA,0.010877553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4c61879ca2f0594335aa69f539fa89c3,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Leucobacter NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Leucobacter NA,0.020959188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87aaf6c235f6de90e49dbd7cb8369b3a,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Leucobacter NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Leucobacter NA,0.002653062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60aded12db04cbb8ba0091f3bb63d0a6,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Leucobacter NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Leucobacter NA,0.023877556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04a65a3c8425eeeaa26b5be5e1f73ea6,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Leucobacter NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Leucobacter NA,0.009285716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90fa6c0bf60713bfb45126d0e322b04b,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Leucobacter NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Leucobacter NA,0.007428573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beb16d17921d9d616810cfda4d470651,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Leucobacter NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Leucobacter NA,0.037142865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c41c5795922c324df06444964515a11f,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Microbacterium NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Microbacterium NA,0.028653067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01606679d848223557a0c8b91904ad43,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Microbacterium NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Microbacterium NA,0.008224491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77b0fc3d2cdfed133689d19939bd753c,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Microbacterium NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Microbacterium NA,0.018836739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d40238b6e6c47b51c94b10008b551af4,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Microbacterium NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Microbacterium NA,0.009816329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9e3e461620d3bc6fb82b614f65a5a69b,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Microbacterium NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Microbacterium NA,0.079326547,0,0,0,0,0,0,0,0,0,0,0.002520655,0,0,0,0
c2229c40838cb5aa067cdcab26a4d0bd,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Microbacterium NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Microbacterium NA,0,0.00285267,0,0.002694633,0,0,0,0,0,0,0,0,0,0,0,0
27af05757211c4e22e274f6521c2b033,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Microbacterium NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Microbacterium NA,0.016979595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de794e5f913a822d437c41f82c49a80e,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Microbacterium NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Microbacterium NA,0.123102066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ce79d4435bd130dc3503269a9b397170,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Microbacterium NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Microbacterium NA,0.01246939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33428c03ea0cb71b8769c049e677faaa,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Microbacterium NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Microbacterium NA,0.002653062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7fd8ef977c4177cf2c4c536310a8f19f,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Microbacterium NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Microbacterium NA,0.003979593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5adea97be7d61a174324b19e19ba1dea,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Galbitalea,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Galbitalea NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Galbitalea NA,0.057306134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dbda74fb9d5fd3c12eaab78face02172,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Diaminobutyricimonas,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Diaminobutyricimonas NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Diaminobutyricimonas NA,0.010081635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32d1077d28b29a3f6b93e1c0cbad6fda,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Tetrasphaera,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Intrasporangiaceae Tetrasphaera NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Intrasporangiaceae Tetrasphaera NA,0.046428581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07246a1fc2c2fed9e54374f5ee46c333,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,NA,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Intrasporangiaceae NA NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Intrasporangiaceae NA NA,0.023877556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75ae184615957ea74819e0710296a493,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Ca_Phosphoribacter,midas_s_5,Bacteria Actinobacteriota Actinobacteria Micrococcales Intrasporangiaceae Ca_Phosphoribacter midas_s_5,Bacteria Actinobacteriota Actinobacteria Micrococcales Intrasporangiaceae Ca_Phosphoribacter midas_s_5,0.006367348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4fdb441ce30cb8a04ddd4c7b24e39ae2,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermatophilaceae,midas_g_739,midas_s_739,Bacteria Actinobacteriota Actinobacteria Micrococcales Dermatophilaceae midas_g_739 midas_s_739,Bacteria Actinobacteriota Actinobacteria Micrococcales Dermatophilaceae midas_g_739 midas_s_739,0.004775511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5fc9b3b833ee5fc9ddee11259db3940d,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermatophilaceae,midas_g_739,midas_s_8771,Bacteria Actinobacteriota Actinobacteria Micrococcales Dermatophilaceae midas_g_739 midas_s_8771,Bacteria Actinobacteriota Actinobacteria Micrococcales Dermatophilaceae midas_g_739 midas_s_8771,0.003183674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a1191cbfeb25ca6deb449da1e2baad3a,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermatophilaceae,midas_g_724,midas_s_37584,Bacteria Actinobacteriota Actinobacteria Micrococcales Dermatophilaceae midas_g_724 midas_s_37584,Bacteria Actinobacteriota Actinobacteria Micrococcales Dermatophilaceae midas_g_724 midas_s_37584,0.00344898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87b489a37616c28af2c28eda4b45fb8b,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermatophilaceae,NA,NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Dermatophilaceae NA NA,Bacteria Actinobacteriota Actinobacteria Micrococcales Dermatophilaceae NA NA,0.002653062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38296582075fc96045a4147fb746fe4b,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Cellulomonadaceae,Actinotalea,midas_s_31096,Bacteria Actinobacteriota Actinobacteria Micrococcales Cellulomonadaceae Actinotalea midas_s_31096,Bacteria Actinobacteriota Actinobacteria Micrococcales Cellulomonadaceae Actinotalea midas_s_31096,0.006367348,0,0,0,0,0,0,0,0,0,0,0,0,0.001266592,0,0
97d46cb66b426e54414d29f5c60c740a,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,NA,NA,Bacteria Actinobacteriota Actinobacteria Kineosporiales Kineosporiaceae NA NA,Bacteria Actinobacteriota Actinobacteria Kineosporiales Kineosporiaceae NA NA,0.004244899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748512e38095cce946336f055623773b,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Bogoriellaceae,Georgenia,midas_s_27914,Bacteria Actinobacteriota Actinobacteria Micrococcales Bogoriellaceae Georgenia midas_s_27914,Bacteria Actinobacteriota Actinobacteria Micrococcales Bogoriellaceae Georgenia midas_s_27914,0.001857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941c985cd594eddbaa7ba0e614bdf30f,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,midas_g_343,NA,Bacteria Actinobacteriota Actinobacteria Actinomycetales Actinomycetaceae midas_g_343 NA,Bacteria Actinobacteriota Actinobacteria Actinomycetales Actinomycetaceae midas_g_343 NA,0.035551028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
