Start Date,,Biomass Sample,Ins - Media,,,,,,,,,,,,,,,,Ins - Substrate Gases,H? loading,,CO? loading,,,,,,,,,Outs - Passive Waste Effluent,,,,,,,,,Outs - Gas,CH?,H?,CO?,,,,,,,CH? production,CH? production,,,,,,,H?,,,,CO?,,,,,TSS/VSS,,,,,0.795857751,Operational Info (Loxone Sensor Readings),,,,,,,,,,
5/14/2024 12:42,Days of Operation,Biomass Sample ID,Media description,Media changes,Media Influent Flow Rate (mL/min) based on scales linear projection,"pH adjustment delivery rate (mL/min) - primarily 1 M HCl, sometimes 1 M NaOH",Approximate Cl- (mg/L),Approximate Na+,Approximate K+,Media Acetate (mol/L),Media Propionate (mol/L),Media Butyrate (mol/L),Media Total VFA (mg COD/L),Media Total COD (mg/L) Hach,Media Ammonia (mol/L),Media Dissolved Inorganic Carbon (mol C/L),Media Dissolved Organic Carbon (mol C/L),Approximate Total Influent C (mol/min) based on Media recipe,H2 delivery rate setpoint (mL/min),H2 loading rate (m3h2/m2),CO2 delivery rate setpoint (mL/min),CO2 loading rate (m3co2/m2),total gas loading rate (NL/m2),H2 delivery rate (mol/min),H2 delivery rate (e-eq/min),H2 delivery (g COD/min),CO2 delivery rate (mol/min),H2:CO2 ratio,Measured Total Influent C (mol/min),Approximate Total Influent C (mol/min) based on Media recipe + gas,Effluent waste flow rate (mL/min) - measured based on HRT after Day 38.1,Waste Effluent Acetate (mol/L),Waste Effluent Propionate (mol/L),Waste Effluent Butyrate (mol/L),Waste Effluent Total VFA (mg COD/L),Waste Effluent Total COD (mg/L) Hach,Waste Effluent Ammonia (mol/L),Waste Effluent Dissolved Inorganic Carbon (mol C/L),Waste Effluent Dissolved Organic Carbon (mol C/L),Gas Flow Out (mL/min at STP),Gas Composition (% CH4),Gas Composition (% H2),Gas Composition (% CO2),CH4 Production (mL/min),CH4 Production (mol/min),H2 breakthrough (mL/min),H2 breakthrough (mol/min),CO2 breakthrough (mL/min),CO2 breakthrough (mol/min),Specific CH4 production Rate (m3/m3d) .155,Specific CH4 production Rate (NL/m2d),Waste Effluent Dissolved Inorganic Carbon (mol/min) based on sensor,Effluent C as measured (mol/min),Effluent C as biomass (mol/min),Total Effluent C (mol/min) based on MT sensors,H2 Conversion to CH4 Efficiency (%) based on CH4,H2 Conversion to CH4 Efficiency (%) based on H2 (mL/min) (qh2 in -qh2out)/qh2in,H2 conversion to CH4 efficiency (30-day rolling average),Accounted H2 (%),Unaccounted H2 (%),C gas only Conversion Efficiency to CH4 (%),CO2 conversion to CH4 efficiency (30-day rolling average),C Conversion to CH4 Efficiency (%),Accounted C (%) based on MT sensors,Unaccounted C (%) based on MT sensors,Projected Cell Yield (g/min),R-TSS,W-TSS,R-VSS,W-VSS,SRT,HRT,pH,"CO2 (mg/L, aqueous dissolved CO2)",ORP (mV),Temp ©,[H],[CO2aq],pKa1,pKa2,[HCO3-],[CO3-2],TIC
,250.3,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.037,14330.808,323.000,221.000,,,,,,0,,,6.49E-07,1.583,15.710,0.400,3.970,19.680,7.07E-05,3.89E-04,1.81E-02,1.79E-05,3.96,1.79E-05,1.85E-05,0.096,,,,,,,,,0.352,0.968951667,0.020058333,0.010990333,0.341423951,1.52E-05,0.01,3.16E-07,0.00,1.73E-07,2.81,3.38836,9.91E-07,#VALUE!,,1.64E-05,86.27%,99.55%,88.58%,86.72%,13.28%,85.36%,87.99%,82.36%,89%,11%,1.45E-03,,,,,6.715386014,2.955138745,7.011,79.392,-503.021,36.684,9.75E-08,1.80E-03,6.34,10.27,8.48E-03,4.62E-06,1.03E-02
,250.4,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.037,14330.808,323.000,221.000,,,,,,0,,,6.49E-07,1.583,15.710,0.400,3.970,19.680,7.07E-05,3.89E-04,1.81E-02,1.79E-05,3.96,1.79E-05,1.85E-05,0.096,,,,,,,,,0.352,0.968951667,0.020058333,0.010990333,0.341423951,1.52E-05,0.01,3.16E-07,0.00,1.73E-07,2.81,3.38836,1.01E-06,#VALUE!,,1.64E-05,86.27%,99.55%,88.57%,86.72%,13.28%,85.36%,87.98%,82.36%,89%,11%,1.45E-03,,,,,6.715386014,2.955138745,7.012,81.068,-502.067,36.028,9.73E-08,1.84E-03,6.34,10.28,8.62E-03,4.65E-06,1.05E-02
,250.5,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.037,14330.808,323.000,221.000,,,,,,0,,,6.49E-07,1.583,15.710,0.400,3.970,19.680,7.07E-05,3.89E-04,1.81E-02,1.79E-05,3.96,1.79E-05,1.85E-05,0.096,,,,,,,,,0.352,0.968951667,0.020058333,0.010990333,0.341423951,1.52E-05,0.01,3.16E-07,0.00,1.73E-07,2.81,3.38836,9.97E-07,#VALUE!,,1.64E-05,86.27%,99.55%,88.56%,86.72%,13.28%,85.36%,87.97%,82.36%,89%,11%,1.45E-03,,,,,6.715386014,2.955138745,7.012,79.866,-502.067,36.422,9.73E-08,1.81E-03,6.34,10.28,8.53E-03,4.64E-06,1.03E-02
,250.6,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.037,14330.808,323.000,221.000,,,,,,0,,,6.49E-07,1.583,15.710,0.400,3.970,19.680,7.07E-05,3.89E-04,1.81E-02,1.79E-05,3.96,1.79E-05,1.85E-05,0.096,,,,,,,,,0.352,0.968951667,0.020058333,0.010990333,0.341423951,1.52E-05,0.01,3.16E-07,0.00,1.73E-07,2.81,3.38836,9.92E-07,#VALUE!,,1.64E-05,86.27%,99.55%,88.55%,86.72%,13.28%,85.36%,87.96%,82.36%,89%,11%,1.45E-03,,,,,6.715386014,2.955138745,7.02,78.354,-502.074,36.291,9.55E-08,1.78E-03,6.34,10.28,8.51E-03,4.70E-06,1.03E-02
,250.7,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.037,14330.808,323.000,221.000,,,,,,0,,,6.49E-07,1.583,15.710,0.400,3.970,19.680,7.07E-05,3.89E-04,1.81E-02,1.79E-05,3.96,1.79E-05,1.85E-05,0.096,,,,,,,,,0.352,0.968951667,0.020058333,0.010990333,0.341423951,1.52E-05,0.01,3.16E-07,0.00,1.73E-07,2.81,3.38836,9.86E-07,#VALUE!,,1.64E-05,86.27%,99.55%,88.54%,86.72%,13.28%,85.36%,87.95%,82.36%,89%,11%,1.45E-03,,,,,6.715386014,2.955138745,7.02,77.463,-502.074,36.881,9.55E-08,1.76E-03,6.34,10.27,8.47E-03,4.73E-06,1.02E-02
,250.8,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.037,14330.808,323.000,221.000,,,,,,0,,,6.49E-07,1.583,15.710,0.400,3.970,19.680,7.07E-05,3.89E-04,1.81E-02,1.79E-05,3.96,1.79E-05,1.85E-05,0.096,,,,,,,,,0.352,0.968951667,0.020058333,0.010990333,0.341423951,1.52E-05,0.01,3.16E-07,0.00,1.73E-07,2.81,3.38836,9.61E-07,#VALUE!,,1.64E-05,86.27%,99.55%,88.54%,86.72%,13.28%,85.36%,87.94%,82.36%,88%,12%,1.45E-03,,,,,6.715386014,2.955138745,7.019,75.759,-502.092,36.684,9.57E-08,1.72E-03,6.34,10.27,8.24E-03,4.58E-06,9.97E-03
,250.9,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.037,14330.808,323.000,221.000,,,,,,0,,,6.49E-07,1.583,15.710,0.400,3.970,19.680,7.07E-05,3.89E-04,1.81E-02,1.79E-05,3.96,1.79E-05,1.85E-05,0.096,,,,,,,,,0.352,0.968951667,0.020058333,0.010990333,0.341423951,1.52E-05,0.01,3.16E-07,0.00,1.73E-07,2.81,3.38836,9.86E-07,#VALUE!,8.24E-07,1.64E-05,86.27%,99.55%,88.53%,86.72%,13.28%,85.36%,87.93%,82.36%,89%,11%,1.45E-03,524,209,453,171,6.715386014,2.955138745,7.028,76.685,-502.087,36.291,9.38E-08,1.74E-03,6.34,10.28,8.48E-03,4.77E-06,1.02E-02
,251,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.583,15.710,0.400,3.970,19.680,7.07E-05,3.89E-04,1.81E-02,1.79E-05,3.96,1.79E-05,1.85E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.38836,1.17E-06,#VALUE!,,1.81E-05,95.05%,99.95%,88.55%,95.10%,4.90%,94.04%,87.95%,90.74%,98%,2%,1.45E-03,,,,,5.522969839,2.474799725,7.011,78.629,-504.268,36.225,9.75E-08,1.79E-03,6.34,10.28,8.36E-03,4.52E-06,1.01E-02
,251.1,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.663,16.504,0.420,4.168,20.672,7.42E-05,4.08E-04,1.90E-02,1.88E-05,3.96,1.88E-05,1.94E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.73292,1.18E-06,#VALUE!,,1.81E-05,90.47%,99.95%,88.56%,90.52%,9.48%,89.56%,87.96%,86.56%,94%,6%,1.52E-03,,,,,5.522969839,2.474799725,7.003,80.217,-500.47,36.488,9.93E-08,1.82E-03,6.34,10.28,8.40E-03,4.48E-06,1.02E-02
,251.2,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.663,16.504,0.420,4.168,20.672,7.42E-05,4.08E-04,1.90E-02,1.88E-05,3.96,1.88E-05,1.94E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.73292,1.23E-06,#VALUE!,,1.82E-05,90.47%,99.95%,88.56%,90.52%,9.48%,89.56%,87.96%,86.56%,94%,6%,1.52E-03,,,,,5.522969839,2.474799725,6.995,85.126,-500.514,36.422,1.01E-07,1.93E-03,6.34,10.28,8.74E-03,4.57E-06,1.07E-02
,251.3,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.663,16.504,0.420,4.168,20.672,7.42E-05,4.08E-04,1.90E-02,1.88E-05,3.96,1.88E-05,1.94E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.73292,1.22E-06,#VALUE!,,1.82E-05,90.47%,99.95%,88.57%,90.52%,9.48%,89.56%,87.96%,86.56%,94%,6%,1.52E-03,,,,,5.522969839,2.474799725,6.986,85.476,-501.461,37.013,1.03E-07,1.94E-03,6.34,10.27,8.65E-03,4.48E-06,1.06E-02
,251.4,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.663,16.504,0.420,4.168,20.672,7.42E-05,4.08E-04,1.90E-02,1.88E-05,3.96,1.88E-05,1.94E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.73292,1.21E-06,#VALUE!,,1.82E-05,90.47%,99.95%,88.57%,90.52%,9.48%,89.56%,87.97%,86.56%,94%,6%,1.52E-03,,,,,5.522969839,2.474799725,6.986,85.084,-502.413,36.225,1.03E-07,1.93E-03,6.34,10.28,8.54E-03,4.36E-06,1.05E-02
,251.5,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.663,16.504,0.420,4.168,20.672,7.42E-05,4.08E-04,1.90E-02,1.88E-05,3.96,1.88E-05,1.94E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.73292,1.20E-06,#VALUE!,,1.82E-05,90.47%,99.95%,88.58%,90.52%,9.48%,89.56%,87.97%,86.56%,94%,6%,1.52E-03,,,,,5.522969839,2.474799725,6.986,84.647,-502.422,35.962,1.03E-07,1.92E-03,6.34,10.28,8.47E-03,4.30E-06,1.04E-02
,251.6,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.663,16.504,0.420,4.168,20.672,7.42E-05,4.08E-04,1.90E-02,1.88E-05,3.96,1.88E-05,1.94E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.73292,1.23E-06,#VALUE!,,1.82E-05,90.47%,99.95%,88.59%,90.52%,9.48%,89.56%,87.98%,86.56%,94%,6%,1.52E-03,,,,,5.522969839,2.474799725,6.978,87.775,-501.468,36.75,1.05E-07,1.99E-03,6.34,10.27,8.70E-03,4.40E-06,1.07E-02
,251.7,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.663,16.504,0.420,4.168,20.672,7.42E-05,4.08E-04,1.90E-02,1.88E-05,3.96,1.88E-05,1.94E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.73292,1.22E-06,#VALUE!,,1.82E-05,90.47%,99.95%,88.59%,90.52%,9.48%,89.56%,87.98%,86.56%,94%,6%,1.52E-03,,,,,5.522969839,2.474799725,6.986,85.464,-501.484,36.75,1.03E-07,1.94E-03,6.34,10.27,8.63E-03,4.45E-06,1.06E-02
,251.8,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.663,16.504,0.420,4.168,20.672,7.42E-05,4.08E-04,1.90E-02,1.88E-05,3.96,1.88E-05,1.94E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.73292,1.19E-06,#VALUE!,,1.82E-05,90.47%,99.95%,88.60%,90.52%,9.48%,89.56%,87.99%,86.56%,94%,6%,1.52E-03,,,,,5.522969839,2.474799725,6.986,83.809,-501.48,36.75,1.03E-07,1.90E-03,6.34,10.27,8.46E-03,4.36E-06,1.04E-02
,251.9,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.663,16.504,0.420,4.168,20.672,7.42E-05,4.08E-04,1.90E-02,1.88E-05,3.96,1.88E-05,1.94E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.73292,1.16E-06,#VALUE!,,1.81E-05,90.47%,99.95%,88.60%,90.52%,9.48%,89.56%,87.99%,86.56%,93%,7%,1.52E-03,,,,,5.522969839,2.474799725,6.986,82.201,-501.504,35.962,1.03E-07,1.87E-03,6.34,10.28,8.23E-03,4.18E-06,1.01E-02
,252,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.663,16.504,0.420,4.168,20.672,7.42E-05,4.08E-04,1.90E-02,1.88E-05,3.96,1.88E-05,1.94E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.73292,1.17E-06,#VALUE!,,1.81E-05,90.47%,99.95%,88.61%,90.52%,9.48%,89.56%,88.00%,86.56%,93%,7%,1.52E-03,,,,,5.522969839,2.474799725,6.986,82.144,-501.502,36.684,1.03E-07,1.87E-03,6.34,10.27,8.29E-03,4.26E-06,1.02E-02
,252.1,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.663,16.504,0.420,4.168,20.672,7.42E-05,4.08E-04,1.90E-02,1.88E-05,3.96,1.88E-05,1.94E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.73292,1.16E-06,#VALUE!,,1.81E-05,90.47%,99.95%,88.61%,90.52%,9.48%,89.56%,88.00%,86.56%,93%,7%,1.52E-03,,,,,5.522969839,2.474799725,6.986,81.753,-501.502,36.225,1.03E-07,1.86E-03,6.34,10.28,8.20E-03,4.19E-06,1.01E-02
,252.2,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.663,16.504,0.420,4.168,20.672,7.42E-05,4.08E-04,1.90E-02,1.88E-05,3.96,1.88E-05,1.94E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.73292,1.16E-06,#VALUE!,,1.81E-05,90.47%,99.95%,88.62%,90.52%,9.48%,89.56%,88.00%,86.56%,93%,7%,1.52E-03,,,,,5.522969839,2.474799725,6.994,80.457,-501.502,36.881,1.01E-07,1.83E-03,6.34,10.27,8.28E-03,4.36E-06,1.01E-02
,252.3,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.663,16.504,0.420,4.168,20.672,7.42E-05,4.08E-04,1.90E-02,1.88E-05,3.96,1.88E-05,1.94E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.73292,1.14E-06,#VALUE!,,1.81E-05,90.47%,99.95%,88.63%,90.52%,9.48%,89.56%,88.01%,86.56%,93%,7%,1.52E-03,,,,,5.522969839,2.474799725,6.994,78.613,-501.476,36.684,1.01E-07,1.79E-03,6.34,10.27,8.08E-03,4.23E-06,9.87E-03
,252.4,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.663,16.504,0.420,4.168,20.672,7.42E-05,4.08E-04,1.90E-02,1.88E-05,3.96,1.88E-05,1.94E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.73292,1.11E-06,#VALUE!,,1.81E-05,90.47%,99.95%,88.63%,90.52%,9.48%,89.56%,88.01%,86.56%,93%,7%,1.52E-03,,,,,5.522969839,2.474799725,6.995,76.734,-501.488,36.75,1.01E-07,1.74E-03,6.34,10.27,7.91E-03,4.16E-06,9.66E-03
,252.5,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.663,16.504,0.420,4.168,20.672,7.42E-05,4.08E-04,1.90E-02,1.88E-05,3.96,1.88E-05,1.94E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.73292,1.10E-06,#VALUE!,,1.81E-05,90.47%,99.95%,88.64%,90.52%,9.48%,89.56%,88.02%,86.56%,93%,7%,1.52E-03,,,,,5.522969839,2.474799725,6.995,75.852,-501.476,36.75,1.01E-07,1.72E-03,6.34,10.27,7.82E-03,4.11E-06,9.54E-03
,252.6,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.663,16.504,0.420,4.168,20.672,7.42E-05,4.08E-04,1.90E-02,1.88E-05,3.96,1.88E-05,1.94E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.73292,1.10E-06,#VALUE!,,1.81E-05,90.47%,99.95%,88.64%,90.52%,9.48%,89.56%,88.02%,86.56%,93%,7%,1.52E-03,,,,,5.522969839,2.474799725,7.002,75.189,-501.466,36.291,9.95E-08,1.71E-03,6.34,10.28,7.83E-03,4.15E-06,9.55E-03
,252.7,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.663,16.504,0.420,4.168,20.672,7.42E-05,4.08E-04,1.90E-02,1.88E-05,3.96,1.88E-05,1.94E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.73292,1.08E-06,#VALUE!,,1.80E-05,90.47%,99.95%,88.65%,90.52%,9.48%,89.56%,88.03%,86.56%,93%,7%,1.52E-03,,,,,5.522969839,2.474799725,7.003,73.763,-501.466,36.619,9.93E-08,1.68E-03,6.34,10.27,7.73E-03,4.13E-06,9.41E-03
,252.8,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.663,16.504,0.420,4.168,20.672,7.42E-05,4.08E-04,1.90E-02,1.88E-05,3.96,1.88E-05,1.94E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.73292,1.08E-06,#VALUE!,,1.80E-05,90.47%,99.95%,88.66%,90.52%,9.48%,89.56%,88.03%,86.56%,93%,7%,1.52E-03,,,,,5.522969839,2.474799725,7.003,73.357,-501.466,36.881,9.93E-08,1.67E-03,6.34,10.27,7.71E-03,4.14E-06,9.38E-03
,252.9,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.663,16.504,0.420,4.168,20.672,7.42E-05,4.08E-04,1.90E-02,1.88E-05,3.96,1.88E-05,1.94E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.73292,1.10E-06,#VALUE!,,1.81E-05,90.47%,99.95%,88.66%,90.52%,9.48%,89.56%,88.04%,86.56%,93%,7%,1.52E-03,,,,,5.522969839,2.474799725,7.011,73.359,-501.466,36.816,9.75E-08,1.67E-03,6.34,10.27,7.85E-03,4.29E-06,9.52E-03
,253,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.663,16.504,0.420,4.168,20.672,7.42E-05,4.08E-04,1.90E-02,1.88E-05,3.96,1.88E-05,1.94E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.73292,1.10E-06,#VALUE!,,1.81E-05,90.47%,99.95%,88.67%,90.52%,9.48%,89.56%,88.04%,86.56%,93%,7%,1.52E-03,,,,,5.522969839,2.474799725,7.01,73.469,-501.455,36.947,9.77E-08,1.67E-03,6.34,10.27,7.85E-03,4.29E-06,9.53E-03
,253.1,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.663,16.504,0.420,4.168,20.672,7.42E-05,4.08E-04,1.90E-02,1.88E-05,3.96,1.88E-05,1.94E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.73292,1.08E-06,#VALUE!,,1.80E-05,90.47%,99.95%,88.67%,90.52%,9.48%,89.56%,88.04%,86.56%,93%,7%,1.52E-03,,,,,5.522969839,2.474799725,7.011,72.964,-501.459,35.962,9.75E-08,1.66E-03,6.34,10.28,7.73E-03,4.16E-06,9.40E-03
,253.2,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.663,16.504,0.420,4.168,20.672,7.42E-05,4.08E-04,1.90E-02,1.88E-05,3.96,1.88E-05,1.94E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.73292,1.06E-06,#VALUE!,,1.80E-05,90.47%,99.95%,88.68%,90.52%,9.48%,89.56%,88.05%,86.56%,93%,7%,1.52E-03,,,,,5.522969839,2.474799725,7.003,72.348,-500.516,36.684,9.93E-08,1.64E-03,6.34,10.27,7.59E-03,4.06E-06,9.24E-03
,253.3,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.663,16.504,0.420,4.168,20.672,7.42E-05,4.08E-04,1.90E-02,1.88E-05,3.96,1.88E-05,1.94E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.73292,1.08E-06,#VALUE!,,1.80E-05,90.47%,99.95%,88.69%,90.52%,9.48%,89.56%,88.05%,86.56%,93%,7%,1.52E-03,,,,,5.522969839,2.474799725,7.011,72.647,-500.54,35.831,9.75E-08,1.65E-03,6.34,10.28,7.69E-03,4.13E-06,9.34E-03
,253.4,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.663,16.504,0.420,4.168,20.672,7.42E-05,4.08E-04,1.90E-02,1.88E-05,3.96,1.88E-05,1.94E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.73292,1.05E-06,#VALUE!,,1.80E-05,90.47%,99.95%,88.69%,90.52%,9.48%,89.56%,88.06%,86.56%,93%,7%,1.52E-03,,,,,5.522969839,2.474799725,7.003,71.503,-500.54,36.816,9.93E-08,1.62E-03,6.34,10.27,7.51E-03,4.03E-06,9.14E-03
,253.5,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.056,17763.599,323.000,221.000,,,,,,0,,,6.49E-07,1.663,16.504,0.420,4.168,20.672,7.42E-05,4.08E-04,1.90E-02,1.88E-05,3.96,1.88E-05,1.94E-05,0.115,,,,,,,,,0.381,0.987767667,0.002210667,0.010021667,0.376143733,1.68E-05,0.00,3.76E-08,0.00,1.70E-07,3.10,3.73292,1.04E-06,#VALUE!,,1.80E-05,90.47%,99.95%,88.70%,90.52%,9.48%,89.56%,88.06%,86.56%,93%,7%,1.52E-03,,,,,5.522969839,2.474799725,7.003,70.892,-500.54,36.881,9.93E-08,1.61E-03,6.34,10.27,7.45E-03,4.00E-06,9.07E-03
